idDecouverte;syntheseDecouverte
1840;"Un mur en maçonnerie de pierre de taille non parementée d'1,40 m de largeur, appartenant aux substructions de la chapelle Saint-Yves, a été découvert en 1900, lors de la construction de l'égout reliant celui de la rue Domat au collecteur du boulevard Saint-Germain. Cette chapelle, fondée en 1352, a été détruite en 1796."
440;Un ancien puisard de grande dimension et une canalisation ont été découverts en 1958. Leur origine est indéterminée.
1590;"En juin 1898, Ch. Magne rapporte la découverte d'au moins cinq sarcophages, dont  trois de pierre et deux de plâtre, ainsi que de plusieurs sépultures en pleine terre lors de la construction d'un immeuble. 
C'est à l'occasion de la relation de cette fouille à la Commission du Vieux Paris que fut mise en cause, pour la première fois, la probité du fouilleur.
Il s'agit en effet de l'un des rares cas de découverte de sarcophages en plâtre hors des établissements religieux de Saint-Marcel et Saint-Hippolyte et de leurs cimetières respectifs. Par ailleurs, cette fouille aurait permis la découverte d'un nombre impressionnant d'objets de toute nature (monnaies, mobilier métallique, céramiques, verre, etc.). On remarquera aussi le rapport démesuré entre ce nombre et le peu de sépultures signalées. Il ne nous est d'ailleurs pas dit s'ils ont été trouvés dans un contexte funéraire. Il apparaît difficile d'en faire un inventaire exhaustif et définitif d'après les articles de l'auteur et les inventaires du musée Carnavalet. Il est impossible de mesurer le degré de redondance entre eux. 
Un torque notamment aurait été trouvé hors contexte. C'est l'objet le plus contesté puisqu'il s'agit d'une pièce protohistorique ; c'est en fait un anneau dont l'usage et la signification ne sont pas établis. L'ère de répartition de ce type d'objets est trés limitée. Ils ont été retrouvés en nombre significatif dans la région des Marches, dans le nord de L'Italie. Leur datation, d'après les contextes de découvertes, remonte aux Ve et IVe siècles avant notre ère. La découverte d'un tel objet, dans le contexte du site de la nécropole Saint-Marcel, revêt donc un caractère tout à fait extraordinaire."
700;"En 1982, deux puits profonds ont été creusé dans la rue de la Bûcherie face  au n° 37 afin d’installer de nouvelles bouches d’égout. Un troisième puits a été exécuté près du square René Viviani au débouché de la rue de la Bûcherie. Ces travaux ont fait l’objet d’un suivi archéologique réalisé par Philippe Marquis. Les épaisseurs stratigraphiques sont importantes comprises entre 6 et 7  m.
Ces sondages situés sur une zone de berge ont notamment mis en évidence des séquences de débordement de la Seine puis de remblaiement depuis la fin de la période gauloise jusqu'à la période moderne. Un dépôt constitué d’abondants fragments de bois a été attribué au tout début de l’époque antique. Il résulte soit d’un aménagement, soit de bois flotté transporté par le fleuve."
749;
1187;"La parcelle diagnostiquée est vierge de tout vestige archéologique. Cependant, la séquence géologique est typique des alluvions grossières de la dernière glaciation, de plus les cotes altimétriques correspondent à celles des niveaux de glaciation (Riss ou Wurm ?). Ce sont des alluvionnements caractéristiques de forte impédance. Le site se situe dans la bande alluviale distante de 300 m de la Seine, sur l'axe de transition des dépôts de la glaciation du Riss et du Wurm. Il semble que ces sédiments appartiennent au rythme de la Seine. Les dépôts qui auraient pu appartenir au ru de Vaugirard sont détruits par la carrière ou la vallée du ru est décalée de son tracé supposé.
Cette représentation représente un point d'observation supplémentaire s'inscrivant dans l'étude de la genèse de la Seine sur Paris et surtout sur le XVe arrondissement déjà ""riche"" en observations environnementales."
740;"En 1985, un tronçon de l'enceinte de Thiers est dégagé."
1171;"La surveillance archéologique d'un sondage effectué en mai 1995 par la Caisse nationale des monuments historiques au niveau de la contre-allée nord dans la chapelle basse de la Sainte-Chapelle, a été l'occasion de reconnaître les niveaux situés sous la surface de circulation actuelle et qui n'avaient encore jamais été observés. Ce sondage, de près de 2,30 m sur 1 m de large, pour une profondeur maximale de 1,70 m, a révélé une succession d'importants blocs de pierre liés par des mortiers très compacts. Quatre phases ont été distinguées, mais cette succession ne peut se rattacher avec certitude ni à une séquence chronologique unique, ni à des travaux successifs. Les rares fragments céramiques recueillis, qui se trouvaient incorporés aux mortiers, rendent cependant compte d'une évolution chronologique cohérente, du XIIIe aux XVe-XVIe siècles. Si ce sondage pose plus de questions qu'il n'apporte de réponses quant à la construction de l'édifice, la coupe sud permet cependant de fournir quelques éléments nouveaux sur les vestiges encore enfouis dans la nef, sous les pierres tombales. On aurait pu craindre une destruction des inhumations à l'occasion des travaux de restauration entrepris au XIXe siècle. Or, la stratigraphie en limite de la nef a révélé que les niveaux situés sous les dalles funéraires présentaient des couches, certes remaniées et perturbées, mais qui contenaient une épingle de linceul et des ossements humains épars. Le bouleversement de ces ossements pourrait résulter tout autant desdits travaux que de l'inondation de 1689-1690, qui endommagea sérieusement l'édifice. La recherche archivistique, menée conjointement à la surveillance du sondage, a amené à l'inventaire des sources principales."
1183;En 1889 Théodore Vacquer découvrit un tronçon de la voie antique dite de la rue du Cimetière Saint-Benoit.
1159;"Le Grand Logis du collège des Bernardins, seul bâtiment subsistant d'un complexe ecclésiastique fondé dans la seconde moitié du XIIIe siècle sur la rive gauche de la Seine, a été l'objet d'une réhabilitation jusqu'à son inauguration en 2008. Il s'agit d'un des rares monuments gothiques de l'ancienne Université de Paris. Il présente un caractère exceptionnel, tant par sa situation, son état de conservation et sa dimension, que par son histoire.
Les informations collectées pendant le projet de réhabilitation, entre 2003 et 2008, issues de l'intérieur comme de l'extérieur du bâtiment, renouvellent la connaissance du bâtiment et de ces abords. Le cellier, entièrement curé, a fait l'objet d'une étude de bâti permettant d'appréhender les problèmes de déformation du bâtiment dans les contextes alluviaux de la Seine, ainsi que les solutions techniques adoptées par les ingénieurs médiévaux. L'étude des éléments de la charpente médiévale encore en place et des baies du premier étage permettent d'étoffer la connaissance de la physionomie originelle du bâtiment. Les sondages réalisés dans la sacristie montrent l'intérêt de la lecture des niveaux archéologiques antérieurs à la collégiale (située dans l'axe du Boulevard Saint-Germain), correspondant à la première chapelle. Ce secteur a, entre autre, livré une dalle funéraire en place en parfaite état de conservation, datée de 1306, représentant le moine Gunther, fondateur d'une abbaye de moniale en Thuringe, et un important fragment de christ sculpté réemployé dans une maçonnerie. Certains éléments nous éclairent sur les rythmes et les arrêts du chantier.
Les investigations qui ont été menées sur les espaces des cours sud et est, ont livré notamment des témoignages d'artisanat de potier. La dernière intervention datée de janvier 2008 témoigne, grâce à la fouille d'abondants rejets, de la présence d'ateliers de potiers voisins fournissant les déchets (tessons de céramique, matériaux rubéfiés, bouchons de fours) nécessaires à l'assainissement des abords du bâtiment au moment de sa construction. Ces éléments montrent également de manière indirecte l'implication des abords du chantier de construction dans les dynamiques économiques urbaines au coeur de la rive gauche.
La fouille du collège des Bernardins ouvre le champ de vision sur la ville médiévale où, en marge des quartiers densément peuplés, s'opère sur une rive gauche relativement vierge l'extension du tissu urbain et celui de l'ordre cistercien parisien."
903;Étude documentaire sur la faïencerie Vogt.
1069;"Lors de travaux de réseaux, des égouts et des fondations contemporaines ont été mis au jour."
1627;Ch. Magne mentionne des objets qu'il aurait découverts en mars 1882 mais dont l'origine est remise en question.
1080;"Le sondage réalisé dans le jardin Raffet au sud de la cour Carrée du Louvre a révélé une bonne conservation des niveaux archéologiques qui n'ont pas subi sur la surface aménagée de destructions contemporaines.
Malgré des contraintes techniques importantes, le diagnostic a montré la présence massive de remblais de la fin du XVIe siècle sur une épaisseur de trois mètres environ. Il s'agit d'une succession de niveaux limoneux foncés humifères qui témoignent d'un fort réhaussement du terrain, dans un temps relativement court semble-t-il, dans la mesure où des tessons modernes ont été retrouvés jusqu'à la base de la séquence. Leur apport pourrait correspondre aux besoins de nivellement qu'a entraîné la construction de la grande galerie sous Henri IV. Ils pourraient également indiquer une dépression du relief à cet endroit puisque les alluvions sableuses apparaissent près de trois mètres plus bas qu'au niveau de la cour Visconti. Probablement au XVIIe siècle, plusieurs éléments de bâti apparaissent qui peuvent être liés à la restructuration de l'ancien hôtel de la petite Bretagne en 1617. Ce bâti au plâtre comprend un mur nord-sud en limite d'ouverture, scandé par le départ de quatre murs est-ouest mal conservés du fait de la présence de la galerie technique.
Le mur 206, de par son mode de construction, parait relever d'un ensemble différent. Il forme une fondation puissante de 90 cm de large conservée sur plus de deux mètres de hauteur. En partie supérieure de la stratigraphie, une couche de gravats de démolition datée de la première moitié du XIXe siècle, épaisse de un mètre environ recouvre les vestiges modernes antérieurs."
1082;"L'opération a révélé la présence d'un tronçon de la première enceinte médiévale de la rive droite, communément appelée en bibliographie ""enceinte du XIe siècle"". La découverte permet de clore définitivement le débat sur le tracé occidental de cette fortification, qui englobe donc Saint-Germain-l'Auxerrois. Ce segment de fossé est particulièrement bien conservé, sur une cinquantaine de mètres de long, sur toute sa largeur (une douzaine de mètres) et sur l'essentiel de sa hauteur (près de 3 m). Le fossé semble présenter exactement la même orientation et les mêmes dimensions que la parcelle concernée par le diagnostic (ce qui constitue par ailleurs un exemple assez remarquable de la permanence de certaines limites parcellaires). Il possède des similitudes évidentes avec le tronçon du même fossé découvert en 1995 rue du Temple (PRIE 1995), auquel il pourra être comparé. Le mobilier se caractérise par l'association des pâtes granuleuses ou des pâtes fines peintes et polies (évoquant la période carolingienne) et des productions en pâtes sableuses (évoquant le début du Moyen Âge). D'après l'échantillon recueilli (trop réduit pour tirer des conclusions définitives), cette association ne semble pas être le témoin d'une période de transition (comme le Xe siècle). Au contraire, les éléments carolingiens seraient datables de la fin du VIIIe ou du début du IXe siècle. Ils pourraient appartenir aux strates issues du déversement du talus (ils seraient donc résiduels et dateraient plutôt le creusement du fossé ?), tandis que les éléments les plus récents se rapporteraient à la période d'abandon et de comblement (le XIe siècle ?). Immédiatement au dessus du comblement du fossé, un premier niveau d'occupation a été repéré. Il s'agit de sols aménagés, qui correspondent sans doute à des niveaux de cours. L'un de ces sols, lié à un puits, peut être daté (provisoirement) des Xe-XIe siècles. L'effacement du fossé de la topographie urbaine pourrait donc, si les résultats se confirment, être plus ancien qu'on ne le pensait. Le terrain, situé en coeur d'îlot, est densément urbanisé en continu à partir des XIIe-XIIIe siècles. Il est donc fort probable qu'il recèle de nombreuses structures en creux urbaines (type puits, latrines, fosses-dépotoirs...), qu'elles soient d'époque médiévale ou d'époque moderne. Des structures en creux médiévales ont été repérées, notamment un très large creusement, datable du XIIe ou du début du XIIIe siècle, interprété comme une fosse d'extraction de sable"
137;"Des substructions anciennes et un sol carrelé en place, composé de 190 carreaux en terre cuite, ont été découverts en 1923, lors de fouilles pour la construction d'une galerie de service d'incendie allant de la rue Vaucanson à la cour rectangulaire. Les fondations appartenaient aux murs du cloître et à la façade de la chapelle Notre-Dame. Les carreaux  datent quant à eux probablement de la fin du XVe siècle, et proviennent de l'ancien prieuré de Saint-Martin des Champs."
188;"En 1901, à l'occasion de travaux conduits par les Monuments historiques, Charles Sellier rapporte que des fouilles furent menées dans le choeur, l'avant-choeur et l'absidiole sud par la Commission du Vieux Paris. Elles permirent la mise au jour de plusieurs tombes orientées, apparemment systématiquement violées, et qui n'étaient pas toutes mérovingiennes. Ainsi, une pierre tumulaire gravée du XIIe siècle, utilisée en remploi, fut retrouvée en démontant l'emmarchement du maître-autel pour des travaux de réfection. Toujours lors de ces travaux, en 1905, un parchemin fut enfin découvert au fond d'un trou de boulin."
993;"La tour a été mise en évidence en 1885, date à laquelle sa conservation fut décidée. Des travaux de restauration menés en 2014 sur la tour de l'enceinte de Philippe Auguste ont entraîné une campagne de photographies."
785;"Un sondage à la mini-pelle a été réalisé dans le fond de cette parcelle située a priori à l'emplacement de la partie orientale des thermes de l'est, dit du Collège de France. La forte différence de niveau entre le fond de la parcelle et le terrain mitoyen nord (2,50 m) pouvait laisser présager de l'existence de remblais sur une certaine épaisseur. Toutefois, le projet ne devant pas excéder cette profondeur, seule la partie supérieure des niveaux archéologique pouvait être atteinte. 
Il n'en fut pas ainsi, puisque deux mètres de remblais furent observés dans le sondage, sous une série de sols épaisse de 0,5 m. Ces niveaux correspondaient uniquement aux différents états du bâti édifié après remblaiement du terrain. Une fosse du XIXe s. a aussi été fouillée. Elle contenait un abondant mobilier céramique, ainsi que quelques coquillages exotiques dont la coquille avait été partiellement sciée, probablement à des fins artisanales. 
D'autre part, cette opération fut l'occasion de demander la réalisation de prélèvements de bois sur le bâti existant, en vue d'étude dendrochronologique. En effet, les trois quarts de la parcelle sont occupés par des bâtiments dont les deux principaux sont respectivement de la fin du Moyen Âge et de l'Époque moderne. Il s'agit notamment d'une remarquable tourelle hexagonale à pan de bois, dont la vis d'origine et les poteaux corniers font dix mètres de longueur. Leur mauvais état implique une dépose complète, qui devra être suivie. C'est l'un des trop rares édifices médiévaux encore debout dans la capitale. L'intérêt d'une étude des bois est double, puisqu'elle apportera autant d'informations sur l'architecture parisienne à cette époque qu'à la courbe dendrochronologique en cours d'élaboration pour l'Ile-de-France, à condition que les bois proviennent de la région."
804;Suivi de trois sondages dans la salle capitulaire (recherches de fondation?) et réalisation de coupes stratigraphiques.
2204;
2209;"En 1980, la Commission du Vieux Paris a suivi un important terrassement le long du Muséum, dans le Jardin des Plantes en vue de la construction d'une zoothèque souterraine. Les remblais rencontrés en surface semblent être modernes (XVIIIe et XIXe siècles). Dans le sol vierge on remarque toute une série de piliers qui appartenaient à des carrières souterraines et dont les plafonds se sont effondrés. Il s'agirait de carrières exploitées au plus tard au XVIe siècle."
1929;"En septembre 1882, à l'occasion de travaux d'égouts, Th. Vacquer rapporte la découverte de sépultures en pleine terre, orientées, aux environs de la cote 32.00 m NVP."
1966;"Dans le cadre d'un projet de réhabilitation de l’hôtel de Coulanges, deux sondages en puits blindés ont été réalisés dans le cadre de cette opération. Si quelques éléments de mobilier médiéval ont été retrouvés dans les remblais limoneux qui surmontent les alluvions, la stratigraphie témoigne uniquement des aménagements postérieurs au XVIIe siècle et à la construction de l'hôtel de Scarron de Saintry (1630) puis de Coulanges (1660)."
2271;"Théodore Vacquer rapporte la découverte, en 1844, de sarcophages en plâtre."
1323;"Le projet intégral du musée du quai Branly s'étend sur une parcelle de terrain dénommé ""espace Eiffel-Branly"" d'une superficie de 25112 m². Il se compose d'un bâtiment sur pilotis dont l'emprise au sol couvre une superficie de 1,5 hectares environ et d'un grand jardin paysager. Le chantier a été divisé en 5 secteurs numérotés de A à E correspondant chacun à différentes tranches de travaux. La maîtrise d'ouvrage a été confiée à l'établissement public du musée du quai Branly par un décret ministériel du 23 décembre 1998. Un diagnostic archéologique a été prescrit par le Service régional de l'Archéologie d'Île-de-France et confié à l'Inrap sur les zones A, B, C et D objets de terrassements profonds susceptibles de détruire d'éventuels vestiges archéologiques.
Les sondages des zones B, C et D ont mis en évidence un environnement similaire à celui du secteur A c'est-à-dire la présence du milieu fluviatile sur l'ensemble de la parcelle avant la période moderne. Aucun des trois sondages n'a pu atteindre le sommet du substrat tertiaire malgré une descente de 11 m jusqu'à la cote 20,5 m NVP dans le sondage B. Les alignements des pieux du sondage B et C ressemblent beaucoup aux vestiges mis en évidence dans les fouilles de la zone A. Il s'agit de pieux en bois appointés et plantés dans des sables lenticulaires et des tufs. Leur surface d'apparition se situe aux alentours de 24,5 m NVP. Les alignements de trois zones présentent une orientation est-ouest. Les pieux des zones B et C s'alignent sur le même axe, ceux du sondage A sont décalés vers le nord. Dans l'état actuel de la recherche il n'y a aucune liaison entre les vestiges de ces trois zones distinctes. Aussi, ni leur fonction ni une éventuelle contemporanéité ne sont confirmées.
Les vestiges de la période moderne sont installés dans le limon de débordement appartenant très probablement à l'île aux Cygnes mentionnées dans les archives à partir du XVIe s. Le sondage C a mis en évidence une pompe en bois du XVIIIe s. et un vaste creusement appartenant peut-être au sous-sol d'un bâtiment détruit au début du XIXe siècle. Dans le sondage B, les vestiges d'un bâtiment détruit au début du XIXe s. ont été découverts (tranchées de récupération des murs) et une fosse, les deux comblés au plus tard dans la première moitié du XIXe s."
1649;"Ch. Magne mentionne des objets des Ier-IIe siècles, qu'il aurait découverts en août 1881, mais dont la provenance est contestée."
986;"Lors d'une visite de cave, un bloc de grès de la voie romaine en place fut découvert pris dans le mur de la cave."
1994;"Il s'agit de la deuxième intervention archéologique sur le terrain de la ZAC Alésia-Montsouris, complémentaire de celle réalisée pendant l'été 1996 où a été mise au jour une partie de l'aqueduc gallo-romain. Mise en place en raison de la poursuite des travaux au sud du site vers l'avenue Reille, l'opération avait pour but d'évaluer le potentiel archéologique du secteur.
L'intervention de décembre 1996 a porté sur la partie sud de la ZAC sous forme de tranchées de sondage, auxquelles s'ajoutent le décapage pour le dégagement de l'aqueduc et une surveillance pour reconnaître d'éventuels vestiges archéologiques. Elle était destinée à donner une information complémentaire sur les découvertes effectuées en juillet-août 1996, à vérifier l'état de conservation de l'aqueduc et à compléter l'étude de son tracé. Dans ce cadre, une fouille exhaustive du comblement de la rigole a été réalisée sur une longueur de plus de 8 m jusqu'au trottoir qui longe l'avenue Reille. Par contre, les côtés de l'aqueduc n'ayant pas été dégagés jusqu'à la base afin de ne pas le fragiliser, la tranchée de fondation n'a pu être fouillée. Les observations réalisées sur la structure de l'aqueduc ont confirmé en tous points celles effectuées par N. Karst lors de la première opération. Le système de couverture en particulier, ainsi que les différentes étapes de réfection, ont également été retrouvés lors de cette intervention. La question de la datation de l'ensemble reste encore posée. Les seuls tessons de céramique retrouvés, datables du XIXe siècle, sont hors contexte archéologique.
Un tronçon de l'aqueduc romain est conservé au sein du jardin dit de la ZAC Alésia-Montsouris."
14;"Lors du réaménagement du palais abbatial, l'architecte C. Nizet mit au jour vingt-six sarcophages mérovingiens, plus ou moins endommagés, en plâtre moulé, sans mobilier funéraire. Ceux qui semblent les plus anciens sont dépourvus d'ornements, ceux qu'on suppose plus récents ont des ornements moulés en relief : rosaces crucifères, croix pattées, colombes rudimentaires.
Plusieurs éléments architecturaux des XIIe-XVIIe siècles ont également été retrouvés, ainsi qu'un tronçon de l'enceinte orientale de l'abbaye."
25;"De nombreuses fosses (XIIIe-XVe siècles) ont été découverts en 1914-1915 lors de la déviation du collecteur de Bièvre. Leur remblai contenait dans sa partie supérieure des tessons de céramiques flammulées des XIIIe et XIVe siècles, des fragments de vases du XVe siècle et des fragments de céramiques du XVIe siècle."
19;"Une stèle hébraïque (XIVe siècle) a été découverte en 1912, lors de fouilles pour l'agrandissement du Bazar. Son inscription célèbre la mémoire de dame Florie, fille de maître Juda, morte en 1364. Cette stèle est la première découverte sur la rive droite. Deux crânes et des os longs d'origine et d'époque indéterminées ont également été mis au jour. dfgdfg"
200;"Découverte dans un puits lié à la construction de la ligne 7 d'une maçonnerie de 1,90 m de large correspondant sans doute à un mitoyen du parcellaire moderne."
206;"Les fondations de l'église Notre-Dame de Bonne Nouvelle ont été mises au jour en 1925-1927, lors de travaux de consolidation de l'édifice. Elles sont situées dans le remblai de la vieille butte de Villeneuve-sur-Gravois. 
Quelques ossements d'animaux, des fragments de poteries à émail vert foncé et une assez grande quantité de débris de chaussures à lanières de cuir (XIIIe siècle) ont été découverts dans les mêmes travaux."
209;"La construction d'un central téléphonique, en juin 1927, fut l'occasion de découvertes antiques. Cependant, aucune fouille systématique ne fut menée, la Commission du Vieux Paris ayant été prévenue de la découverte (en particulier celle d'un dépôt monétaire antique) une fois la plus grande partie des travaux réalisée. Aucun relevé ni plan ne sont parvenus jusqu'à nous. La partie fouillée, d'une superficie de 1500 m2, était située en fond de parcelle. Elle correspond aux jardins des Feuillants, installés en ce lieu à partir de 1632. D'après les recherches d'A. Grimault, elle n'était pas construite. Sous une couche de terre végétale, de 2,50 m environ, les niveaux ne semblent avoir eu qu'une faible épaisseur, ce qui correspond aux données de la fouille de la parcelle mitoyenne du n° 12, rue de l'Abbé-del'Epée. 
A. Grimault signale sous cette couche quelques « remblais anciens » non caractérisés. 
Il signale surtout « nettement dessinée à la partie supérieure du terrain naturel, qui est de sable jaune, une ligne horizontale presque noire interrompue, s'étendant sur toute la surface de la fouille et dont la trace a été longtemps visible sur les parois ; ici, le sable, sur une épaisseur variant de 6 à 15 cm, avait pris la couleur rouge sombre de la brique ; au-dessus, une ligne noire, large de 2 à 5 cm, composée de matières calcinées [...] une grande quantité de briques, de tuiles de fragments de céramique lustrée mate, rouge, noire, grise, débris d'amphore, etc. [ a été récupérée exclusivement au-dessus de cette ligne de combustion ». A. Grimault l'interprète comme un niveau d'incendie. 
Plus loin, il parle d'absence complète de vestiges de constructions, mais mentionne la présence de murs épars mal construits. A. Grimault indique aussi la présence de « puits non maçonnés, atteignant 1,50 m à 2 m de diamètre, profonds de 2,50 m à 3 m, creusés à une époque antérieure, probablement par des potiers... Ils étaient complètement remplis de terre, de débris de poteries, de fragment de tuiles d'époque romaine, à l'exclusion de tous autres. » Dans l'un de ces puits « situé vers la mitoyenneté du boulevard Saint-Michel, n° 87, au milieu de fragments de tuiles à rebord et de débris de poteries, un bas-relief » (haut. 48 cm ; épais. 27 cm). Il s'agit sans doute d'une représentation d'Hercule, car le personnage tient une massue.
Sous la couche calcinée dans le sable de Beauchamp, à - 50,60 cm, a été découvert un dépôt monétaire. D'après l'enquête d'A. Grimault, le trésor, comportant 142 monnaies d'argent et de bronze, ne lui serait pas parvenu complètement. Il aurait été contenu dans deux céramiques, des vases « en terre noire, non lustrée, assez grossière, qui a été cassé au moment de la fouille »."
69;"Un ancien pavage, fragment de la voie romaine de Lutèce à Lugdunum, a été mis au jour en 1912, lors de travaux pour l'amélioration générale du réseau d'eau de rivière. Il était formé de pavés de grès liés par un mortier très désagrégé ; ils reposaient sur une couche de béton très dur et très homogène, composé de cailloux et de pierres concassées, noyés dans un mortier de chaux et de sable. Ces travaux ont aussi permis la découverte de l'ancien pavage de la rue Mouffetard avant la création de la rue de Bazeilles (XIXe siècle); ainsi que de vestiges du pont aux Tripes sur le canal de dérivation de la Bièvre (XIIe siècle) : ce pont était formé d'une voûte en plein cintre reposant sur deux forts murs de soutènement, débordant de part et d'autre de cette voûte ; le tout construit en moellons appareillés et hourdés au mortier de chaux. Les remblais qui recouvraient les murs jusqu'à la naissance de la voûte contenaient de la céramique flammulées (XIIe-XIIIe siècles)."
294;"En 1935, à l'occasion de travaux d'agrandissement de l'École Polytechnique, deux puits superposés, remblayés en partie à l'époque moderne ont été découverts. De nombreux tessons de céramique (XVIe - XVIIIe siècles), des ossements d'animaux, des ferrures, et trois pièces de monnaies (XVIIe siècle) ont été mis au jour dans le plus grand des deux puits. Trois fragments de fûts de colonne fleurdelisée (XVIe siècle) ont également été découverts à cette occasion, dans les dernières assises des fondations du mur sur cour de la maison ayant porté le n° 37 de la rue de la Montagne-Sainte-Geneviève."
237;"En 1928, lors de la construction de la ligne n° 10 du métropolitain, des vestiges de la chapelle Saint-Yves ont été mis au jour. Il s'agissait des fondations du portail formant un massif de pierres de taille de grand appareil de plus de 2 m de hauteur, et de deux chapiteaux et six assises circulaires de colonnes, remployés dans des fondations du début du XIXe siècle vers le chevet de la chapelle. La pierre de fondation de la chapelle a également été mise au jour, sous une partie de la fondation du portail : elle portait une inscription de neuf lignes mentionnant notamment la date «1352» et un écu avec trois fleurs de lys.
Fondée par plusieurs écoliers originaires de Touraine et de Bretagne, la chapelle Saint-Yves, a été restaurée en partie au XVIIIe siècle, avant d'être vendue comme bien national en 1793 puis démolie en 1796.
Un petit fragment de sculpture polychrome a été mis au jour qui représentait un personnage allongé, partiellement conservé, et un animal à pied fourchu, couché.
Enfin, une pierre portant une inscription latine rappelant la fondation du collège de Dauphiné en 1510 a été mise au jour sur le boulevard Saint-Germain, face à la rue des Carmes. Elle était utilisée en remploi dans les fondations d'un mur."
493;"En 1962, à l'occasion de travaux de construction d'un immeuble pour étudiants, fut découvert une partie d'une construction antique alignée sur la rue d'Ulm « à 5,80 m au maximum sous le niveau de la rue », ainsi que des vestiges d'habitat, qui pourraient être gallo-romains."
421;Aucune découverte.
385;"Les vestiges de l'ancien couvent des religieuses du Saint-Sacrement (XVIIe et XVIIIe siècles) ont été découverts en 1954, lors de la construction d'un immeuble : un cercueil anthropomorphe de plomb, avec inscription, une fosse commune, les vestiges de voûtes de l'ancienne chapelle et deux puits à eau dérasés.
Ce couvent, fondé en 1652 à l'initiative de la marquise de Beauveset, fut transféré à la rue Cassette en 1659 dans des bâtiments construits à l'intention de ces religieuses."
307;"En 1937, des vestiges de l'ancienne église Sainte-Hippolyte furent découverts et relevés par la Commission du Vieux Paris."
314;"Une partie du mur d'enceinte de Charles V (XIVe siècle) a été découverte en 1930, lors de la démolition d'immeubles en vue de l'agrandissement de la bibliothèque de l'Arsenal."
512;"Des vestiges de l'ancienne église Sainte-Geneviève (XIIe siècle) ont été découverts en 1963, lors de travaux effectués par Électricité de France. Il s'agissait d'une fondation angulaire et d'un tronçon de mur large d'un mètre. M. Fleury a interprété ce dernier comme la première fondation transversale de l'ancienne abbatiale en se basant sur la Statistique monumentale de Paris d'A. Lenoir, publiée en 1867.
Un autre tronçon de mur a été mis au jour lors de ces fouilles, près de la rue Descartes, mais il ne semblait pas en lien avec l'église abbatiale.
De nombreux sarcophages ont également été découverts rue Clovis et place Sainte-Geneviève. Ces découvertes ont pu être recalées sur les plans d'A. Lenoir (1867). Ils appartenaient au cimetière de la basilique des Saints-Apôtres, devenue basilique Sainte-Geneviève. Ils ont été datés de l'époque mérovingienne en raison de leur forme trapézoïdale et des décors qu'ils portaient (rouelles, croix, etc.) à l'exception d'un sarcophage, présenté par M. Fleury comme gallo-romain et remployé à l'époque mérovingienne en raison de sa forme «rectangulaire à l'extérieur (mais arrondi à l'intérieur)» et de ses parois épaisses. Quelques objets ont été mis au jour dans ces sépultures: une perle cubique en pâte de verre, « les restes d'un assez long clou » , un couteau de fer portant les traces de son étui de bois recouvert de cuir, une boucle de bronze et enfin une boucle de ceinture séparée de son ardillon. 
Des ossements en vrac ont été dégagés dans la partie ouest de la place: ils appartenaient au cimetière paroissial de Saint-Etienne-du-Mont d'après les fouilles menées sur cette même place par A. Grimault en 1926 et 1934 et l'atlas Statistique Monumentale de Paris d'A. Lenoir."
673;"Lors du percement d'une tranchée EDF, des restes de la basilique mérovingienne ont été découverts, notamment un fût de colonne et un pavage de dalles calcaires."
679;"Au cours d'une fouille en juillet 1981 suite à l'établissement d'un puisard raccordé à l'égout central de la rue des Barres, D. Busson rapporte avoir découvert des maçonneries d'une ancienne maison accolée à Saint-Gervais et des caves, ainsi que dans les remblais supérieurs, des fragments de sarcophages en plâtre et en pierre et des ossements humains épars. Seul un sarcophage semble subsister en place."
680;"En 1981, à l'occasion d'une nouvelle construction, ont été découverts deux sarcophages de pierre, monolithes, à couvercle en bâtière. Il n'a pas été vérifié si leur cuve comportait des plinthes à la base des petits côtés."
649;"En 1911, au cours de travaux de terrassement, un hypogée du XVIIIe siècle fut dégagé. Cet hypogée se trouvait à l'emplacement de l'ancienne chapelle du couvent des hospitalières de Saint-Thomas-de-Villeneuve."
1097;"Deux puits blindés ont été réalisés dans l'hôtel de la Monnaie, en préalable au projet de réaménagement MétaLmorphoses. Ils ont permis de vérifier la présence de la muraille de Philippe Auguste, conservée à cet endroit sur 2,40 m de haut. Des murs médiévaux et modernes ont été également retrouvés, ils sont à mettre en relation avec les trois hôtels particuliers qui se sont succédés à cet emplacement avant la construction de l'hôtel de la Monnaie."
701;"En 1982, lors du creusement d’une tranchée de gaz d’environ  1,5 m de profondeur, six sarcophages en plâtre furent mis au jour, place du panthéon, face à l’église Saint Etienne du Mont."
